1,5.16
2,2.92
3,5.36
4,4.26
5,6.88
6,2.62
7,1.47
8,4.34
9,2.37
10,17.46
11,22.45
12,24.28
13,12.03
14,26.14
15,16.86
16,13.54
17,23.67
18,25.57
19,3.77
20,24.89
21,23.87
22,25.22
23,27.33
24,25.83
25,27.19
26,24.50
27,24.30
28,23.02
29,7.52
30,11.61
31,16.95
32,13.50
33,9.50
34,15.02
35,13.22
36,19.57
37,14.55
38,13.03
39,13.10
40,11.80
41,13.16
42,15.02
43,12.63
44,18.37
45,14.06
46,12.10
47,16.48
48,17.65
49,13.03
50,17.08
51,14.36
52,15.52
53,14.02
54,17.23
55,18.90
56,16.58
57,12.91
58,13.16
59,12.53
60,8.96
61,30.09
62,19.19
63,9.60
64,10.96
65,32.60
66,31.82
67,9.95
68,34.39
69,19.47
70,33.61
71,15.23
72,29.47
73,11.30
74,29.25
75,31.80
76,14.83
77,30.19
78,12.63
79,35.34
80,32.13
81,13.91
82,14.09
83,29.36
84,34.63
85,14.36
86,28.63
87,11.24
88,14.28
89,26.63
90,34.88
91,25.26
92,24.79
93,9.58
94,38.42
95,10.09
96,21.44
97,33.01
98,18.37
99,8.77
100,9.57
101,19.17
102,9.27
103,33.65
104,34.97
105,12.26
106,8.04
107,20.05
108,8.43
109,7.64
110,10.35
111,7.93
112,10.82
113,9.52
114,9.09
115,22.28
116,8.87
117,21.22
118,22.07
119,8.35
120,8.61
121,20.04
122,8.32
123,14.29
124,8.22
125,13.02
126,8.96
127,13.42
128,21.47
129,7.67
130,17.95
131,11.79
132,18.26
133,14.15
134,19.69
135,11.79
136,10.78
137,17.71
138,12.14
139,17.72
140,7.86
141,9.64
142,10.77
143,7.84
144,8.66
145,7.28
146,9.82
147,8.36
148,20.05
149,7.88
150,18.93
151,22.18
152,8.39
153,16.69
154,6.41
155,15.80
156,7.68
157,6.64
158,10.86
159,3.05
160,3.83
161,13.12
162,28.52
163,106.18
164,111.96
165,63.20
166,18.02
167,14.68
168,37.14
169,21.86
170,71.63
171,58.43
172,35.79
173,43.12
174,22.26
175,83.98
176,17.43
177,84.26
178,51.96
179,99.94
180,113.39
181,114.38
182,72.68
183,81.09
184,84.95
185,64.67
186,72.86
187,77.47
188,66.70
189,60.08
190,69.87
191,69.47
192,51.91
193,43.96
194,66.93
195,41.22
196,84.60
197,82.63
198,51.26
199,80.30
200,86.20
201,75.00
202,81.67
203,43.82
204,58.85
205,85.33
206,43.09
207,28.91
208,32.93
209,30.08
210,26.23
211,39.00
212,23.94
213,21.25
214,22.27
215,20.52
216,30.77
217,17.30
218,12.15
219,17.35
220,10.22
221,18.06
222,13.32
223,6.84
224,17.25
225,16.28
226,15.58
227,14.89
228,14.28
229,25.37
230,21.96
231,34.77
232,77.55
233,125.49
234,113.14
235,104.29
236,118.45
237,124.90
238,91.49
239,103.81
240,142.95
241,131.95
242,140.35
243,84.91
244,66.67
245,108.95
246,98.51
247,127.49
248,78.50
249,72.92
250,94.16
251,97.97
252,96.78
253,81.24
254,57.84
255,95.44
256,93.23
257,85.64
258,90.93
259,42.09
260,51.84
261,94.60
262,55.45
263,44.53
264,41.57
265,90.61
266,38.54
267,27.11
268,48.48
269,55.62
270,29.54
271,42.47
272,52.56
273,37.52
274,45.31
275,41.59
276,30.62
277,40.97
278,53.93
279,50.82
280,22.66
281,43.18
282,59.92
283,52.33
284,17.44
285,38.54
286,17.15
287,20.04
288,13.33
289,15.52
290,36.48
291,4.79
292,37.47
293,38.57
294,25.68
295,48.43
296,18.80
297,1.19
298,71.42
299,27.43
300,15.72
301,57.80
302,61.35
303,91.55
304,22.56
305,20.33
306,128.54
307,21.92
308,23.71
309,32.43
310,33.08
311,17.45
312,34.10
313,54.95
314,32.44
315,26.89
316,32.84
317,25.60
318,34.10
319,23.74
320,51.47
321,27.90
322,40.62
323,38.78
324,39.03
325,148.35
326,33.59
327,27.60
328,20.90
329,42.42
330,22.54
331,30.86
332,35.36
333,26.46
334,51.15
335,21.89
336,25.80
337,38.61
338,19.79
339,25.75
340,27.66
341,18.74
342,23.77
343,29.94
344,17.14
345,28.44
346,38.54
347,28.22
348,28.82
349,25.13
350,31.06
351,25.92
352,31.99
353,19.45
354,38.37
355,19.01
356,28.36
357,19.57
358,17.34
359,17.08
360,22.24
361,37.32
362,17.78
363,16.74
364,34.16
365,18.50
366,13.84
367,32.73
368,30.97
369,27.80
370,23.23
371,15.50
372,32.32
373,34.13
374,28.36
375,6.30
376,9.86
377,26.11
378,29.72
379,39.12
380,31.63
381,9.38
382,28.42
383,53.29
384,5.88
385,68.00
386,8.76
387,41.78
388,55.04
389,5.50
390,12.17
391,14.15
392,15.41
393,10.62
394,10.32
395,10.95
396,22.53
397,13.92
398,15.11
399,8.59
400,16.01
401,55.91
402,15.06
403,56.79
404,16.80
405,33.84
406,36.08
407,25.38
408,48.81
409,22.60
410,27.38
411,49.08
412,41.14
413,34.57
414,49.03
415,18.48
416,8.82
417,37.12
418,10.85
419,18.65
420,11.27
421,36.37
422,10.79
423,22.71
424,3.17
425,11.17
426,1.77
427,7.61
428,39.05
429,44.83
430,2.96
431,46.97
432,9.96
433,11.91
434,20.64
435,15.03
436,17.92
437,-1.25
438,12.18
439,13.76
440,37.20
441,1.31
442,5.79
443,33.32
444,37.46
445,10.44
446,47.84
447,51.84
448,3.10
449,41.49
450,9.20
451,13.98
452,33.61
453,5.81
454,1.78
455,7.48
456,20.75
457,6.67
458,10.80
459,2.95
460,22.55
461,7.83
462,0.67
463,5.14
464,-1.55
465,16.26
466,26.71
467,31.83
468,43.54
