1,2.01
2,1.26
3,0.75
4,1.03
5,1.15
6,0.49
7,-0.80
8,0.14
9,-0.02
10,0.34
11,11.38
12,13.17
13,-0.47
14,15.21
15,0.51
16,-0.68
17,16.63
18,14.35
19,-0.48
20,14.94
21,13.08
22,13.01
23,12.43
24,12.65
25,13.31
26,13.18
27,12.13
28,13.31
29,4.18
30,9.33
31,4.42
32,9.60
33,3.81
34,9.75
35,4.17
36,3.99
37,2.80
38,13.11
39,13.92
40,4.46
41,3.61
42,1.61
43,3.13
44,16.52
45,2.56
46,2.17
47,17.69
48,18.48
49,2.25
50,17.25
51,1.54
52,13.57
53,13.65
54,3.95
55,4.78
56,3.58
57,10.89
58,10.04
59,3.05
60,6.64
61,12.41
62,13.80
63,6.38
64,5.86
65,15.58
66,16.65
67,6.36
68,20.27
69,10.81
70,20.30
71,9.60
72,17.92
73,8.64
74,20.65
75,18.90
76,6.58
77,18.92
78,5.12
79,21.55
80,16.62
81,3.26
82,1.18
83,13.95
84,20.67
85,2.47
86,15.25
87,8.03
88,3.82
89,16.00
90,25.01
91,16.98
92,12.18
93,2.60
94,21.05
95,2.23
96,9.33
97,20.05
98,7.86
99,5.10
100,1.89
101,8.78
102,5.31
103,22.45
104,21.27
105,2.94
106,4.57
107,9.93
108,6.63
109,7.09
110,1.86
111,5.20
112,0.06
113,7.20
114,6.96
115,7.92
116,8.71
117,9.39
118,9.36
119,7.51
120,8.79
121,7.68
122,9.22
123,7.79
124,7.63
125,6.42
126,8.80
127,7.35
128,7.23
129,10.67
130,6.28
131,7.56
132,6.48
133,7.82
134,6.71
135,7.45
136,4.42
137,6.87
138,7.97
139,7.13
140,5.66
141,4.93
142,7.80
143,3.75
144,7.75
145,4.58
146,6.19
147,4.14
148,8.78
149,5.06
150,9.34
151,10.38
152,3.93
153,8.09
154,-1.35
155,3.67
156,-1.36
157,3.31
158,-1.52
159,-0.92
160,-1.34
161,0.09
162,2.59
163,115.96
164,12.18
165,80.95
166,22.92
167,17.91
168,24.99
169,17.58
