1,11.20
2,5.65
3,12.33
4,14.67
5,14.59
6,9.34
7,3.50
8,12.21
9,4.62
10,19.46
11,27.34
12,26.89
13,23.09
14,29.72
15,22.93
16,24.91
17,26.75
18,30.70
19,16.36
20,28.65
21,27.99
22,30.12
23,32.60
24,31.52
25,32.16
26,27.95
27,29.42
28,28.07
29,20.60
30,20.60
31,26.62
32,16.63
33,22.96
34,17.18
35,26.53
36,28.58
37,23.75
38,15.60
39,16.33
40,23.20
41,25.22
42,26.67
43,25.80
44,20.03
45,24.82
46,26.15
47,19.98
48,19.53
49,26.85
50,19.61
51,30.08
52,18.85
53,16.82
54,27.05
55,28.58
56,26.56
57,16.93
58,16.32
59,25.91
60,11.40
61,35.16
62,20.42
63,11.75
64,13.54
65,38.15
66,36.32
67,12.24
68,40.17
69,22.16
70,39.23
71,17.82
72,34.44
73,15.23
74,36.24
75,38.46
76,18.29
77,36.28
78,16.27
79,40.39
80,36.72
81,16.71
82,31.44
83,34.35
84,41.95
85,17.15
86,35.03
87,13.73
88,17.55
89,33.89
90,43.38
91,31.40
92,30.82
93,12.34
94,42.59
95,13.82
96,27.28
97,36.11
98,22.62
99,11.71
100,13.94
101,25.87
102,12.76
103,39.13
104,40.79
105,15.60
106,11.36
107,27.26
108,11.54
109,10.12
110,13.54
111,10.86
112,14.56
113,11.35
114,11.15
115,26.88
116,10.70
117,24.32
118,25.37
119,10.40
120,11.23
121,25.64
122,11.21
123,17.25
124,11.27
125,14.99
126,12.37
127,15.12
128,26.19
129,10.43
130,22.59
131,15.92
132,23.40
133,16.40
134,24.49
135,14.25
136,12.48
137,21.81
138,13.30
139,21.54
140,11.33
141,13.68
142,13.64
143,8.69
144,11.10
145,8.60
146,13.74
147,9.17
148,24.73
149,9.05
150,23.42
151,25.45
152,9.33
153,20.23
154,25.09
155,56.78
156,12.72
157,16.60
158,19.75
159,6.09
160,10.60
161,17.72
162,29.53
163,106.05
164,107.16
165,54.78
166,22.30
167,27.65
168,41.92
169,36.07
170,77.12
171,102.90
172,39.84
173,68.52
174,33.08
175,119.48
176,28.54
177,119.86
178,70.85
179,137.60
180,131.93
181,142.40
182,85.70
183,90.31
184,117.87
185,71.24
186,73.07
187,79.75
188,71.11
189,67.66
190,71.88
191,72.80
192,56.01
193,55.07
194,80.62
195,52.51
196,93.77
197,99.98
198,60.04
199,96.25
200,100.66
201,93.69
202,98.37
203,59.68
204,83.22
205,99.05
206,62.90
207,32.98
208,40.86
209,33.06
210,32.85
211,49.79
212,34.39
213,25.41
214,23.06
215,21.59
216,37.47
217,17.08
218,13.73
219,18.35
220,12.14
221,18.79
222,13.50
223,7.13
224,30.15
225,24.47
226,17.61
227,32.34
228,18.51
229,36.04
230,25.90
231,46.03
232,93.71
233,175.35
234,139.98
235,132.85
236,153.73
237,148.96
238,116.02
239,125.38
240,165.08
241,131.18
242,137.49
243,102.70
244,76.00
245,112.77
246,110.42
247,142.24
248,99.86
249,90.94
250,115.16
251,118.30
252,112.16
253,98.45
254,75.85
255,104.82
256,126.51
257,85.74
258,120.87
259,71.60
260,66.19
261,103.75
262,80.02
263,66.68
264,68.12
265,102.38
266,58.51
267,37.93
268,74.88
269,75.82
270,46.02
271,70.57
272,63.20
273,53.33
